Información relacionada a:,Percepciones adicionales en dinero, Monto bruto y neto, tipo de moneda y su periodicidad 
ID,FECHA CREACION, FECHA MODIFICACION,"DENOMINACIÓN DE LAS PERCEPCIONES ADICIONALES EN DINERO","MONTO BRUTO DE LAS PERCEPCIONES ADICIONALES EN DINERO","MONTO NETO DE LAS PERCEPCIONES ADICIONALES EN DINERO","TIPO DE MONEDA DE LAS PERCEPCIONES ADICIONALES EN DINERO","PERIODICIDAD DE LAS PERCEPCIONES ADICIONALES EN DINERO"
52580169,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580170,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580171,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580228,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580229,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580230,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580231,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580292,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580293,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580294,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580295,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580318,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580319,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580320,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580321,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580322,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580323,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580324,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580325,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580326,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580327,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580328,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580329,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580465,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580466,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580467,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580468,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580469,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580470,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580471,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580472,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580473,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580474,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580475,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580476,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580477,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580478,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580479,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580480,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580481,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580482,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580483,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580484,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52579872,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52579873,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52579874,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52579875,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52579932,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52579933,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52579934,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
