Información relacionada a:,Primas, monto bruto y neto, tipo de moneda y su periodicidad
ID,FECHA CREACION, FECHA MODIFICACION,"DENOMINACIÓN DE LAS PRIMAS","MONTO BRUTO DE LAS PRIMAS","MONTO NETO DE LAS PRIMAS","TIPO DE MONEDA DE LAS PRIMAS","PERIODICIDAD DE LAS PRIMAS"
1583469217,"13/07/22","13/07/22","Compensación por antigüedad","3158.28","","MN","MENSUAL"
1583469218,"13/07/22","13/07/22","Compensación por antigüedad","12093.8","","MN","MENSUAL"
1583469219,"13/07/22","13/07/22","Compensación por antigüedad","12093.8","","MN","MENSUAL"
1583469317,"13/07/22","13/07/22","Compensación por antigüedad","2574.42","","MN","MENSUAL"
1583469318,"13/07/22","13/07/22","Compensación por antigüedad","9547.74","","MN","MENSUAL"
1583469319,"13/07/22","13/07/22","Compensación por antigüedad","3225.78","","MN","MENSUAL"
1583469360,"13/07/22","13/07/22","Compensación por antigüedad","2378.86","","MN","MENSUAL"
1583469361,"13/07/22","13/07/22","Compensación por antigüedad","6371.5","","MN","MENSUAL"
1583469362,"13/07/22","13/07/22","Compensación por antigüedad","5157.88","","MN","MENSUAL"
1583469406,"13/07/22","13/07/22","Compensación por antigüedad","6365.15","","MN","MENSUAL"
1583469409,"13/07/22","13/07/22","Compensación por antigüedad","2569.24","","MN","MENSUAL"
1583469456,"13/07/22","13/07/22","Compensación por antigüedad","4349.02","","MN","MENSUAL"
1583469457,"13/07/22","13/07/22","Compensación por antigüedad","10184.26","","MN","MENSUAL"
1583469458,"13/07/22","13/07/22","Compensación por antigüedad","3145.3","","MN","MENSUAL"
1583469506,"13/07/22","13/07/22","Compensación por antigüedad","5571.82","","MN","MENSUAL"
1583469507,"13/07/22","13/07/22","Compensación por antigüedad","12093.8","","MN","MENSUAL"
1583469546,"13/07/22","13/07/22","Compensación por antigüedad","8911.22","","MN","MENSUAL"
1583469547,"13/07/22","13/07/22","Compensación por antigüedad","8784.2","","MN","MENSUAL"
1583469548,"13/07/22","13/07/22","Compensación por antigüedad","4126.3","","MN","MENSUAL"
1583469587,"13/07/22","13/07/22","Compensación por antigüedad","3485.5","","MN","MENSUAL"
1583469588,"13/07/22","13/07/22","Compensación por antigüedad","4726.36","","MN","MENSUAL"
1583469589,"13/07/22","13/07/22","Compensación por antigüedad","3437.36","","MN","MENSUAL"
1583469637,"13/07/22","13/07/22","Compensación por antigüedad","7304.38","","MN","MENSUAL"
1583469638,"13/07/22","13/07/22","Compensación por antigüedad","5278.56","","MN","MENSUAL"
1583469639,"13/07/22","13/07/22","Compensación por antigüedad","1404.08","","MN","MENSUAL"
1583469686,"13/07/22","13/07/22","Compensación por antigüedad","4119.26","","MN","MENSUAL"
1583469687,"13/07/22","13/07/22","Compensación por antigüedad","8911.22","","MN","MENSUAL"
1583469688,"13/07/22","13/07/22","Compensación por antigüedad","2407.62","","MN","MENSUAL"
